Page Number;Key Text;Area 1 Word 1;Area 1 Word 2;Area 1 Word 3;Area 1 Word 4;Area 1 Word 5;Area 1 Word 6;Area 1 Word 7;Area 1 Word 8;Area 1 Word 9;Area 1 Word 10;Area 1 Word 11;Area 1 Word 12;Area 1 Word 13;Area 1 Word 14;Area 1 Word 15;Area 1 Word 16;Area 1 Word 17;Area 1 Word 18;Area 1 Word 19;Area 1 Word 20;Area 2 Word 1;Area 2 Word 2;Area 2 Word 3;Area 2 Word 4;Area 2 Word 5;Area 2 Word 6;Area 2 Word 7;Area 2 Word 8;Area 2 Word 9;Area 2 Word 10;Area 2 Word 11;Area 2 Word 12;Area 2 Word 13;Area 2 Word 14;Area 2 Word 15;Area 2 Word 16;Area 2 Word 17;Area 2 Word 18;Area 2 Word 19;Area 2 Word 20
1; 17-10-0101;02;4;5;0;1;17-С-1501;0;0;217000011;1;17-LI-15010;17-LAHH-15010;0;1;17-0-1501;217000011;17-4-15011;17-LAHH-15011;1;2
